place_id,industry_name,category,latitude,longitude,address,city,state,country,source
del-ind-0011,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #1,plastic,28.79638,77.04305,"Plot No. 141, Bawana Industrial Area (Sector 1-5), Delhi - 110032, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0012,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #2,chemical,28.80108,77.06311,"Plot No. 347, Bawana Industrial Area (Sector 1-5), Delhi - 110095, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0013,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #3,plastic,28.80174,77.04199,"Plot No. 217, Bawana Industrial Area (Sector 1-5), Delhi - 110005, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0014,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #4,manufacturing,28.80576,77.04647,"Plot No. 259, Bawana Industrial Area (Sector 1-5), Delhi - 110078, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0015,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #5,chemical,28.80539,77.04624,"Plot No. 333, Bawana Industrial Area (Sector 1-5), Delhi - 110090, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0016,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #6,plastic,28.79037,77.04279,"Plot No. 302, Bawana Industrial Area (Sector 1-5), Delhi - 110036, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0017,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #7,chemical,28.79847,77.0438,"Plot No. 413, Bawana Industrial Area (Sector 1-5), Delhi - 110021, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0018,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #8,plastic,28.79472,77.03528,"Plot No. 80, Bawana Industrial Area (Sector 1-5), Delhi - 110028, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0019,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #9,manufacturing,28.80783,77.04229,"Plot No. 48, Bawana Industrial Area (Sector 1-5), Delhi - 110049, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0020,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #10,chemical,28.81591,77.05746,"Plot No. 310, Bawana Industrial Area (Sector 1-5), Delhi - 110034, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0021,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #11,plastic,28.80439,77.02796,"Plot No. 275, Bawana Industrial Area (Sector 1-5), Delhi - 110016, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0022,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #12,chemical,28.80882,77.04316,"Plot No. 283, Bawana Industrial Area (Sector 1-5), Delhi - 110038, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0023,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #13,plastic,28.80547,77.03129,"Plot No. 442, Bawana Industrial Area (Sector 1-5), Delhi - 110047, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0024,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #14,manufacturing,28.78247,77.03679,"Plot No. 24, Bawana Industrial Area (Sector 1-5), Delhi - 110085, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0025,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #15,chemical,28.79929,77.05421,"Plot No. 41, Bawana Industrial Area (Sector 1-5), Delhi - 110030, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0026,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #16,plastic,28.80535,77.03682,"Plot No. 233, Bawana Industrial Area (Sector 1-5), Delhi - 110082, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0027,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #17,chemical,28.80138,77.03921,"Plot No. 182, Bawana Industrial Area (Sector 1-5), Delhi - 110027, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0028,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #18,plastic,28.78959,77.02965,"Plot No. 350, Bawana Industrial Area (Sector 1-5), Delhi - 110083, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0029,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #19,manufacturing,28.81239,77.05193,"Plot No. 274, Bawana Industrial Area (Sector 1-5), Delhi - 110094, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0030,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #20,chemical,28.79841,77.05752,"Plot No. 139, Bawana Industrial Area (Sector 1-5), Delhi - 110082, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0031,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #21,plastic,28.795,77.03767,"Plot No. 167, Bawana Industrial Area (Sector 1-5), Delhi - 110008, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0032,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #22,chemical,28.79838,77.04785,"Plot No. 162, Bawana Industrial Area (Sector 1-5), Delhi - 110052, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0033,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #23,plastic,28.79714,77.0527,"Plot No. 291, Bawana Industrial Area (Sector 1-5), Delhi - 110092, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0034,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #24,manufacturing,28.79151,77.06009,"Plot No. 203, Bawana Industrial Area (Sector 1-5), Delhi - 110083, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0035,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #25,chemical,28.78947,77.04726,"Plot No. 127, Bawana Industrial Area (Sector 1-5), Delhi - 110096, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0036,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #26,plastic,28.78986,77.0417,"Plot No. 300, Bawana Industrial Area (Sector 1-5), Delhi - 110055, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0037,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #27,chemical,28.8071,77.0382,"Plot No. 113, Bawana Industrial Area (Sector 1-5), Delhi - 110018, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0038,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #28,plastic,28.7931,77.04471,"Plot No. 25, Bawana Industrial Area (Sector 1-5), Delhi - 110015, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0039,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #29,manufacturing,28.80181,77.05044,"Plot No. 349, Bawana Industrial Area (Sector 1-5), Delhi - 110055, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0040,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #30,chemical,28.78888,77.03869,"Plot No. 306, Bawana Industrial Area (Sector 1-5), Delhi - 110060, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0041,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #31,plastic,28.773,77.03955,"Plot No. 441, Bawana Industrial Area (Sector 1-5), Delhi - 110002, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0042,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #32,chemical,28.79565,77.03997,"Plot No. 275, Bawana Industrial Area (Sector 1-5), Delhi - 110035, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0043,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #33,plastic,28.7992,77.03481,"Plot No. 151, Bawana Industrial Area (Sector 1-5), Delhi - 110056, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0044,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #34,manufacturing,28.79849,77.04576,"Plot No. 370, Bawana Industrial Area (Sector 1-5), Delhi - 110093, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0045,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #35,chemical,28.79689,77.05821,"Plot No. 92, Bawana Industrial Area (Sector 1-5), Delhi - 110065, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0046,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #36,plastic,28.8174,77.03313,"Plot No. 153, Bawana Industrial Area (Sector 1-5), Delhi - 110082, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0047,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #37,chemical,28.79052,77.04464,"Plot No. 192, Bawana Industrial Area (Sector 1-5), Delhi - 110021, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0048,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #38,plastic,28.77906,77.04022,"Plot No. 272, Bawana Industrial Area (Sector 1-5), Delhi - 110001, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0049,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #39,manufacturing,28.78741,77.03741,"Plot No. 58, Bawana Industrial Area (Sector 1-5), Delhi - 110047, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0050,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #40,chemical,28.81336,77.03034,"Plot No. 158, Bawana Industrial Area (Sector 1-5), Delhi - 110031, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0051,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #41,plastic,28.81956,77.05321,"Plot No. 41, Bawana Industrial Area (Sector 1-5), Delhi - 110011, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0052,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #42,chemical,28.79565,77.02443,"Plot No. 390, Bawana Industrial Area (Sector 1-5), Delhi - 110069, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0053,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #43,plastic,28.79859,77.03913,"Plot No. 244, Bawana Industrial Area (Sector 1-5), Delhi - 110071, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0054,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #44,manufacturing,28.805,77.05687,"Plot No. 311, Bawana Industrial Area (Sector 1-5), Delhi - 110055, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0055,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #45,chemical,28.823,77.03926,"Plot No. 387, Bawana Industrial Area (Sector 1-5), Delhi - 110094, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0056,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #46,plastic,28.79144,77.02848,"Plot No. 205, Bawana Industrial Area (Sector 1-5), Delhi - 110086, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0057,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #47,chemical,28.79089,77.03523,"Plot No. 265, Bawana Industrial Area (Sector 1-5), Delhi - 110058, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0058,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #48,plastic,28.80382,77.05053,"Plot No. 174, Bawana Industrial Area (Sector 1-5), Delhi - 110003, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0059,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #49,manufacturing,28.79108,77.04071,"Plot No. 113, Bawana Industrial Area (Sector 1-5), Delhi - 110001, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0060,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #50,chemical,28.81233,77.05185,"Plot No. 118, Bawana Industrial Area (Sector 1-5), Delhi - 110009, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0061,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #51,plastic,28.81647,77.03252,"Plot No. 37, Bawana Industrial Area (Sector 1-5), Delhi - 110066, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0062,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #52,chemical,28.79926,77.06168,"Plot No. 110, Bawana Industrial Area (Sector 1-5), Delhi - 110070, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0063,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #53,plastic,28.81575,77.06446,"Plot No. 293, Bawana Industrial Area (Sector 1-5), Delhi - 110074, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0064,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #54,manufacturing,28.77858,77.04837,"Plot No. 414, Bawana Industrial Area (Sector 1-5), Delhi - 110053, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0065,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #55,chemical,28.79986,77.04973,"Plot No. 221, Bawana Industrial Area (Sector 1-5), Delhi - 110046, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0066,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #56,plastic,28.78681,77.05083,"Plot No. 374, Bawana Industrial Area (Sector 1-5), Delhi - 110007, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0067,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #57,chemical,28.783,77.02,"Plot No. 51, Bawana Industrial Area (Sector 1-5), Delhi - 110008, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0068,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #58,plastic,28.78962,77.05088,"Plot No. 442, Bawana Industrial Area (Sector 1-5), Delhi - 110014, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0069,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #59,manufacturing,28.79806,77.05231,"Plot No. 230, Bawana Industrial Area (Sector 1-5), Delhi - 110018, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0070,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #60,chemical,28.78998,77.04929,"Plot No. 128, Bawana Industrial Area (Sector 1-5), Delhi - 110010, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0071,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #61,plastic,28.77705,77.05282,"Plot No. 282, Bawana Industrial Area (Sector 1-5), Delhi - 110013, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0072,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #62,chemical,28.823,77.05838,"Plot No. 429, Bawana Industrial Area (Sector 1-5), Delhi - 110002, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0073,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #63,plastic,28.823,77.04003,"Plot No. 435, Bawana Industrial Area (Sector 1-5), Delhi - 110031, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0074,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #64,manufacturing,28.80451,77.05622,"Plot No. 110, Bawana Industrial Area (Sector 1-5), Delhi - 110052, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0075,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #65,chemical,28.80352,77.04112,"Plot No. 2, Bawana Industrial Area (Sector 1-5), Delhi - 110050, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0076,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #66,plastic,28.79612,77.06461,"Plot No. 233, Bawana Industrial Area (Sector 1-5), Delhi - 110037, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0077,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #67,chemical,28.773,77.05814,"Plot No. 402, Bawana Industrial Area (Sector 1-5), Delhi - 110072, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0078,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #68,plastic,28.79117,77.03395,"Plot No. 98, Bawana Industrial Area (Sector 1-5), Delhi - 110038, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0079,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #69,manufacturing,28.79879,77.04883,"Plot No. 377, Bawana Industrial Area (Sector 1-5), Delhi - 110070, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0080,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #70,chemical,28.80705,77.04865,"Plot No. 26, Bawana Industrial Area (Sector 1-5), Delhi - 110075, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0081,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #71,plastic,28.77302,77.04867,"Plot No. 272, Bawana Industrial Area (Sector 1-5), Delhi - 110021, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0082,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #72,chemical,28.81055,77.04969,"Plot No. 436, Bawana Industrial Area (Sector 1-5), Delhi - 110024, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0083,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #73,plastic,28.80184,77.04676,"Plot No. 442, Bawana Industrial Area (Sector 1-5), Delhi - 110031, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0084,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #74,manufacturing,28.77594,77.06024,"Plot No. 292, Bawana Industrial Area (Sector 1-5), Delhi - 110032, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0085,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #75,chemical,28.79518,77.04348,"Plot No. 42, Bawana Industrial Area (Sector 1-5), Delhi - 110054, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0086,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #76,plastic,28.79002,77.03287,"Plot No. 162, Bawana Industrial Area (Sector 1-5), Delhi - 110034, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0087,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #77,chemical,28.80306,77.06212,"Plot No. 123, Bawana Industrial Area (Sector 1-5), Delhi - 110034, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0088,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #78,plastic,28.78468,77.05523,"Plot No. 154, Bawana Industrial Area (Sector 1-5), Delhi - 110059, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0089,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #79,manufacturing,28.79041,77.06218,"Plot No. 38, Bawana Industrial Area (Sector 1-5), Delhi - 110002, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0090,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #80,chemical,28.773,77.05549,"Plot No. 52, Bawana Industrial Area (Sector 1-5), Delhi - 110010, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0091,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #81,plastic,28.78501,77.04187,"Plot No. 68, Bawana Industrial Area (Sector 1-5), Delhi - 110045, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0092,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #82,chemical,28.81495,77.02926,"Plot No. 190, Bawana Industrial Area (Sector 1-5), Delhi - 110037, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0093,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #83,plastic,28.80967,77.06283,"Plot No. 361, Bawana Industrial Area (Sector 1-5), Delhi - 110039, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0094,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #84,manufacturing,28.773,77.02355,"Plot No. 335, Bawana Industrial Area (Sector 1-5), Delhi - 110068, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0095,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #85,chemical,28.81871,77.04602,"Plot No. 154, Bawana Industrial Area (Sector 1-5), Delhi - 110085, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0096,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #86,plastic,28.81636,77.05898,"Plot No. 136, Bawana Industrial Area (Sector 1-5), Delhi - 110015, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0097,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #87,chemical,28.81226,77.03316,"Plot No. 80, Bawana Industrial Area (Sector 1-5), Delhi - 110035, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0098,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #88,plastic,28.79647,77.05258,"Plot No. 176, Bawana Industrial Area (Sector 1-5), Delhi - 110027, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0099,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #89,manufacturing,28.78957,77.02465,"Plot No. 259, Bawana Industrial Area (Sector 1-5), Delhi - 110063, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0100,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #90,chemical,28.79783,77.06958,"Plot No. 27, Bawana Industrial Area (Sector 1-5), Delhi - 110012, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0101,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #91,plastic,28.78394,77.02919,"Plot No. 23, Bawana Industrial Area (Sector 1-5), Delhi - 110001, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0102,Bawana Industrial Area (Sector 1-5) - Speciality Chemicals Unit #92,chemical,28.79501,77.05015,"Plot No. 135, Bawana Industrial Area (Sector 1-5), Delhi - 110021, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0103,Bawana Industrial Area (Sector 1-5) - Rubber Moulding Unit #93,plastic,28.79722,77.03077,"Plot No. 219, Bawana Industrial Area (Sector 1-5), Delhi - 110072, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0104,Bawana Industrial Area (Sector 1-5) - Industrial Tooling Unit #94,manufacturing,28.80244,77.04527,"Plot No. 354, Bawana Industrial Area (Sector 1-5), Delhi - 110020, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0105,Bawana Industrial Area (Sector 1-5) - Paint & Coatings Unit #95,chemical,28.77753,77.03897,"Plot No. 299, Bawana Industrial Area (Sector 1-5), Delhi - 110071, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
del-ind-0106,Bawana Industrial Area (Sector 1-5) - Plastics & Polymers Unit #96,plastic,28.80151,77.04971,"Plot No. 158, Bawana Industrial Area (Sector 1-5), Delhi - 110047, Delhi, India",Delhi,Delhi,India,Delhi DSIIDC Industrial Estate Directory
